Product_SKU,Customer_ID,Country,Quarter,Sales_Rep_ID,Units_Sold,Price_Per_Unit,Sales_Cycle_Length,Product_Category,Contract_Type,Customer_Tier,Previous_Quarter_Units,Discount_Percentage,Competitive_Situation,Region,Total_Revenue,Previous_Quarter_Revenue,Revenue_Growth_Rate,Effective_Price,Conversion_Proxy,Reliability_Score,Market_Access_Score,Market_Share_Pct,Competitor_Price_Avg,Market_Size_MM,Win_Rate_Pct,Customer_Satisfaction,Clinical_Outcome_Score,Reimbursement_Coverage_Pct,Growth_Rate_Pct,Competitive_Intensity,Number_Of_Competitors,New_Market_Entrants,Brand_Perception_Score,Value_Proposition_Rating,Marketing_Spend,Trade_Show_Presence,Avg_Reimbursement_Amount,Denial_Rate_Pct,Training_Time_Hours,Adverse_Events,Product_Age_Months,Warranty_Claims,NPS_Score,Average_Case_Duration,Physician_Preference_Rating
Ponseti-201,CUST021,Brazil,20253,SR003,7,742.05,171,Orthosis,Open,C,,12.98,Oligopoly,LATAM,4520.12,,,645.73191,0.005847953216374270,80,70,18.84,734.6295000000000,164.9,76.9,80.5,76.6,64.9,4.34,2.2,6,Yes,72.5,81.2,26438.0,Low,387.25,5.51,16.5,2,40,3,3.9,49.2,62.7
Ponseti-201,CUST021,Germany,20254,SR002,16,748.42,65,Brace,Fixed,C,7.0,4.25,Monopoly,Europe,11465.79,4520.12,1.5366,716.6121500000000,0.015384615384615400,80,70,18.04,696.0306,23.2,57.2,79.1,79.8,76.0,4.86,4.1,6,No,63.0,76.3,34082.0,Low,864.09,4.42,17.6,0,27,4,15.8,28.8,79.2
AFO-101,CUST022,France,20251,SR001,36,471.78,68,Orthosis,Fixed,B,,2.61,Oligopoly,Europe,16540.8,,,459.46654200000000,0.014705882352941200,80,70,9.49,500.0868,193.3,77.8,68.2,92.7,74.0,9.53,2.7,4,No,85.5,75.8,35398.0,High,743.64,10.55,19.5,2,36,3,19.1,46.0,64.8
AFO-101,CUST022,Brazil,20254,SR002,47,400.14,168,Splint,Volume-Based,B,36.0,21.88,Oligopoly,LATAM,14691.7,16540.8,-0.1118,312.589368,0.005952380952380950,80,70,19.24,416.1456,150.8,59.2,82.3,81.8,90.9,7.69,8.4,6,Yes,90.5,68.8,11711.0,High,388.94,3.4,15.5,1,55,3,50.9,61.3,86.1
FAO-301,CUST022,Brazil,20251,SR002,22,408.05,89,Orthosis,Fixed,B,,21.28,Highly Competitive,LATAM,7066.77,,,321.21696000000000,0.011235955056179800,80,70,9.74,383.567,74.9,54.7,88.7,88.2,92.1,4.37,9.2,4,No,94.0,77.8,49996.0,High,501.6,16.01,12.6,1,4,4,45.0,69.3,84.1
FAO-301,CUST022,USA,20251,SR004,32,604.79,34,Brace,Open,C,22.0,21.81,Monopoly,North America,15132.33,7066.77,1.1413,472.88530100000000,0.029411764705882400,80,70,11.51,556.4068,169.3,56.6,61.5,83.3,66.1,6.65,5.8,8,Yes,92.4,60.8,24557.0,Low,605.37,9.69,7.9,1,49,2,71.6,25.5,62.0
FAO-301,CUST022,India,20252,SR001,32,174.44,157,Splint,Volume-Based,A,32.0,4.66,Monopoly,Asia,5321.96,15132.33,-0.6483,166.311096,0.006369426751592360,80,70,19.93,181.4176,70.7,50.1,77.4,92.3,74.7,9.55,7.5,9,No,87.9,61.9,12462.0,High,622.51,11.48,4.5,1,54,1,5.1,58.9,72.8
FAO-301,CUST022,India,20252,SR003,32,657.54,83,Brace,Fixed,B,32.0,5.1,Oligopoly,Asia,19968.17,5321.96,2.752,624.00546,0.012048192771084300,80,70,17.99,677.2662,177.1,78.7,84.1,76.8,74.9,8.49,2.1,2,No,82.5,82.0,44093.0,Low,910.98,2.95,14.0,0,5,3,49.8,39.3,75.8
FAO-301,CUST022,India,20253,SR004,2,685.49,38,Splint,Fixed,C,32.0,24.27,Oligopoly,Asia,1038.24,19968.17,-0.948,519.121577,0.02631578947368420,80,70,21.98,651.2155,40.3,79.3,68.8,71.8,66.1,7.93,6.5,7,Yes,87.4,69.7,49721.0,Medium,504.45,6.49,19.9,0,25,0,33.2,63.2,69.9
FAO-302,CUST022,Brazil,20251,SR002,14,328.4,38,Orthosis,Volume-Based,A,,24.67,Highly Competitive,LATAM,3463.37,,,247.38372000000000,0.02631578947368420,80,70,18.15,357.956,146.7,70.6,70.8,79.0,91.9,7.9,7.3,9,No,75.1,70.4,42654.0,Low,926.82,8.2,9.9,2,31,4,63.1,65.4,61.5
Ponseti-201,CUST022,France,20251,SR001,42,652.32,17,Brace,Volume-Based,C,,19.84,Highly Competitive,Europe,21961.79,,,522.899712,0.058823529411764700,80,70,16.37,606.6576000000000,117.3,56.5,81.5,84.2,88.3,3.42,5.1,9,Yes,80.8,66.3,44075.0,High,553.09,16.16,14.7,0,14,2,4.4,83.7,72.8
Ponseti-201,CUST022,India,20252,SR003,44,141.42,15,Splint,Fixed,A,42.0,2.7,Highly Competitive,Asia,6054.47,21961.79,-0.7243,137.60166000000000,0.06666666666666670,80,70,6.87,140.0058,37.4,53.3,91.4,75.0,67.6,8.6,3.2,5,No,72.2,73.4,35037.0,Low,797.1,15.4,10.4,0,30,3,3.5,48.7,91.7
AFO-101,CUST023,USA,20253,SR003,33,322.17,147,Splint,Open,C,,9.77,Highly Competitive,North America,9592.9,,,290.69399100000000,0.006802721088435370,80,70,12.35,351.16530000000000,63.5,50.8,88.3,80.6,74.7,4.21,8.9,1,No,71.4,61.6,46893.0,High,944.2,4.46,9.2,2,47,2,42.7,57.6,74.4
AFO-102,CUST023,Brazil,20251,SR002,6,126.39,28,Splint,Volume-Based,A,,10.43,Highly Competitive,LATAM,679.25,,,113.207523,0.03571428571428570,80,70,10.3,123.8622,22.2,56.6,80.4,82.0,64.2,9.44,7.7,6,No,86.5,69.0,11430.0,Medium,926.06,12.32,8.8,1,57,4,81.1,38.8,72.9
FAO-301,CUST023,France,20253,SR003,46,297.58,18,Brace,Open,A,,11.55,Highly Competitive,Europe,12107.64,,,263.20951000000000,0.05555555555555560,80,70,9.88,306.5074,104.4,85.6,85.6,71.7,85.1,4.92,9.1,8,No,75.9,75.8,40669.0,High,245.56,4.87,10.6,2,12,0,67.1,40.1,97.7
FAO-301,CUST023,Brazil,20253,SR003,43,653.48,20,Brace,Fixed,B,46.0,13.23,Oligopoly,LATAM,24382.06,12107.64,1.0138,567.0245960000000,0.05,80,70,24.46,640.4104,74.2,59.7,72.8,87.5,64.9,8.86,8.4,1,Yes,67.4,74.0,36828.0,High,364.56,19.76,8.0,2,27,3,1.7,23.2,61.7
Ponseti-201,CUST023,India,20253,SR001,21,390.59,111,Brace,Open,C,,3.35,Highly Competitive,Asia,7927.61,,,377.50523500000000,0.009009009009009010,80,70,12.86,371.06050000000000,127.7,64.2,82.4,96.5,99.4,4.13,9.9,2,No,67.1,90.0,11983.0,High,581.52,19.04,15.2,1,45,3,17.8,40.0,90.7
FAO-301,CUST024,Brazil,20251,SR004,38,497.99,102,Brace,Fixed,A,,27.43,Oligopoly,LATAM,13732.87,,,361.391343,0.00980392156862745,80,70,22.84,547.7890000000000,73.5,54.2,76.3,74.6,91.2,6.12,2.7,1,No,90.1,71.7,31759.0,High,545.24,11.27,17.6,2,24,2,22.7,24.5,79.3
FAO-301,CUST024,Brazil,20252,SR001,38,653.01,140,Brace,Fixed,A,38.0,4.73,Oligopoly,LATAM,23640.66,13732.87,0.7215,622.122627,0.007142857142857140,80,70,17.62,639.9498,74.0,58.9,66.6,87.9,75.6,2.86,1.8,5,No,83.7,71.6,30602.0,High,712.71,13.98,17.8,2,55,4,42.3,87.5,97.8
FAO-301,CUST024,India,20253,SR004,20,462.11,53,Orthosis,Fixed,A,38.0,20.89,Monopoly,Asia,7311.5,23640.66,-0.6907,365.575221,0.018867924528301900,80,70,20.9,499.07880000000000,153.8,70.8,84.6,89.9,83.1,7.28,4.0,2,Yes,79.1,75.1,37661.0,High,955.77,16.03,5.3,2,30,1,58.7,63.7,75.7
FAO-301,CUST024,Germany,20253,SR004,10,607.29,86,Brace,Fixed,C,20.0,21.19,Oligopoly,Europe,4786.05,7311.5,-0.3454,478.60524900000000,0.011627906976744200,80,70,15.05,576.9255000000000,28.7,74.3,79.5,82.6,96.5,8.69,2.2,4,Yes,74.0,65.7,13101.0,Medium,289.92,14.42,18.0,0,18,3,21.6,32.1,88.3
Ponseti-201,CUST024,Germany,20251,SR004,14,241.29,114,Orthosis,Open,B,,1.89,Oligopoly,Europe,3314.21,,,236.72961900000000,0.008771929824561400,80,70,16.54,226.81260000000000,182.5,59.8,72.6,91.0,82.2,7.75,5.7,1,Yes,75.1,86.3,42211.0,Medium,561.49,14.0,7.5,1,14,0,38.3,28.2,62.8
Ponseti-201,CUST024,India,20252,SR003,39,268.15,43,Orthosis,Fixed,C,14.0,19.85,Highly Competitive,Asia,8381.97,3314.21,1.5291,214.92222500000000,0.023255813953488400,80,70,14.85,244.01650000000000,173.4,52.3,91.9,82.3,67.0,6.19,6.7,7,Yes,62.0,77.2,15576.0,Low,353.93,19.17,6.9,1,56,3,58.4,45.9,97.2
Ponseti-201,CUST024,Brazil,20254,SR001,37,665.4,134,Orthosis,Fixed,A,39.0,12.98,Oligopoly,LATAM,21424.15,8381.97,1.556,579.03108,0.007462686567164180,80,70,8.9,685.362,140.2,65.6,60.7,85.1,75.1,2.36,6.2,8,No,75.9,65.8,26747.0,High,915.29,11.93,14.8,2,19,3,38.3,41.5,73.8
Ponseti-201,CUST024,Brazil,20254,SR003,34,536.46,27,Brace,Open,B,37.0,27.54,Highly Competitive,LATAM,13216.44,21424.15,-0.3831,388.71891600000000,0.037037037037037000,80,70,19.45,520.3662,126.8,59.4,71.1,70.2,93.7,9.47,3.3,5,No,87.8,83.8,45252.0,Low,971.66,12.73,6.8,0,22,1,14.3,39.5,81.0
AFO-101,CUST025,France,20254,SR002,28,139.31,23,Orthosis,Volume-Based,A,,25.23,Highly Competitive,Europe,2916.54,,,104.162087,0.043478260869565200,80,70,10.62,149.0617,180.6,58.8,62.0,90.8,85.8,7.64,9.2,2,No,73.6,61.0,32421.0,Medium,582.96,16.99,2.0,1,26,1,49.2,52.8,65.5
AFO-102,CUST025,USA,20251,SR001,13,336.11,31,Brace,Open,A,,13.08,Highly Competitive,North America,3797.91,,,292.146812,0.03225806451612900,80,70,5.49,332.7489,53.4,88.4,86.8,89.8,86.0,7.97,1.2,8,Yes,73.4,89.5,25184.0,Medium,283.21,13.4,8.1,1,7,4,32.4,83.9,97.8
AFO-102,CUST025,France,20251,SR004,29,364.76,61,Brace,Open,B,13.0,17.28,Monopoly,Europe,8750.15,3797.91,1.3039,301.729472,0.01639344262295080,80,70,17.91,397.58840000000000,34.2,74.7,84.6,71.2,94.7,8.36,4.1,1,Yes,60.6,86.0,11928.0,High,828.24,14.66,14.7,2,28,3,86.4,59.8,86.9
AFO-102,CUST025,France,20252,SR003,21,115.55,90,Splint,Open,A,29.0,20.35,Highly Competitive,Europe,1932.75,8750.15,-0.7791,92.035575,0.011111111111111100,80,70,8.54,108.61700000000000,63.1,72.3,71.6,81.0,95.8,7.98,7.5,7,No,76.0,77.4,36891.0,High,757.71,4.68,7.2,2,38,3,77.6,56.5,62.2
AFO-102,CUST025,Germany,20254,SR003,19,322.59,173,Splint,Fixed,C,21.0,22.93,Oligopoly,Europe,4723.78,1932.75,1.4441,248.62011300000000,0.005780346820809250,80,70,23.81,345.1713,163.0,66.6,83.6,99.4,96.8,5.53,7.9,1,No,60.9,63.3,49462.0,Low,483.74,7.43,13.0,2,5,2,19.0,76.5,66.2
AFO-102,CUST025,USA,20254,SR001,22,549.46,166,Splint,Fixed,C,19.0,25.73,Highly Competitive,North America,8977.85,4723.78,0.9006,408.083942,0.006024096385542170,80,70,24.08,582.4276000000000,26.2,67.2,73.9,82.6,63.8,7.87,4.7,6,No,80.0,66.5,46472.0,Medium,909.93,2.95,13.5,1,36,2,15.3,20.3,76.0
FAO-301,CUST025,Germany,20251,SR001,16,668.45,179,Brace,Fixed,C,,19.23,Highly Competitive,Europe,8638.51,,,539.907065,0.00558659217877095,80,70,23.3,701.8725000000000,124.9,71.6,86.5,85.1,81.8,7.0,1.2,6,Yes,77.7,68.4,38692.0,Low,980.67,10.12,14.9,2,18,0,34.8,33.8,68.7
FAO-301,CUST025,France,20252,SR004,17,755.85,166,Orthosis,Volume-Based,C,16.0,8.34,Highly Competitive,Europe,11777.81,8638.51,0.3634,692.81211,0.006024096385542170,80,70,12.4,808.7595000000000,199.2,77.9,75.9,97.3,89.6,8.83,6.6,5,No,89.4,67.2,14212.0,Low,646.28,9.11,18.0,2,57,0,41.2,54.7,72.2
FAO-301,CUST025,France,20252,SR004,20,311.02,95,Splint,Fixed,A,17.0,21.65,Monopoly,Europe,4873.68,11777.81,-0.5862,243.68417000000000,0.010526315789473700,80,70,5.31,326.57100000000000,174.0,78.1,74.4,91.5,90.3,8.42,1.6,2,No,80.4,74.9,19578.0,Low,652.58,19.94,9.2,2,14,2,93.2,69.4,99.9
FAO-301,CUST025,Brazil,20254,SR002,50,587.33,160,Splint,Volume-Based,B,20.0,21.39,Oligopoly,LATAM,23085.01,4873.68,3.7367,461.70011300000000,0.00625,80,70,23.57,604.9499000000000,113.9,56.9,92.7,87.5,84.3,2.33,2.0,2,Yes,71.3,88.3,17474.0,High,438.01,12.22,4.2,0,48,0,30.2,54.0,86.3
FAO-302,CUST025,France,20251,SR004,50,302.61,142,Brace,Fixed,B,,25.3,Monopoly,Europe,11302.48,,,226.04967000000000,0.007042253521126760,80,70,13.56,281.4273,31.5,70.0,68.8,93.9,66.7,5.03,6.9,9,Yes,78.1,73.3,24218.0,Medium,667.6,15.73,7.1,2,23,3,86.8,31.5,96.9
FAO-302,CUST025,Brazil,20252,SR003,13,738.21,130,Orthosis,Open,A,50.0,26.79,Oligopoly,LATAM,7025.77,11302.48,-0.3784,540.443541,0.007692307692307690,80,70,24.33,671.7711,169.6,66.5,64.2,95.9,91.9,2.28,3.8,5,No,84.5,79.8,19421.0,Low,551.71,6.68,9.2,1,55,1,50.5,85.1,77.4
FAO-302,CUST025,USA,20253,SR002,35,519.98,137,Splint,Fixed,C,13.0,10.46,Monopoly,North America,16295.65,7025.77,1.3194,465.590092,0.0072992700729927000,80,70,24.27,561.5784000000000,127.8,84.8,80.5,83.7,88.8,2.82,4.1,5,Yes,63.3,80.7,19778.0,Medium,441.75,16.63,14.6,2,52,3,88.6,43.0,88.4
FAO-302,CUST025,Brazil,20253,SR002,24,185.32,178,Splint,Volume-Based,A,35.0,16.03,Oligopoly,LATAM,3734.72,16295.65,-0.7708,155.613204,0.0056179775280898900,80,70,22.06,189.0264,40.7,75.3,93.9,84.3,63.4,6.81,5.4,7,No,81.7,86.1,34669.0,Medium,253.75,12.3,1.2,1,14,2,70.2,75.2,78.4
Ponseti-201,CUST025,France,20254,SR002,5,679.25,72,Brace,Volume-Based,A,,21.07,Monopoly,Europe,2680.66,,,536.132025,0.013888888888888900,80,70,10.89,720.005,36.9,71.3,73.2,81.6,78.6,8.99,9.8,6,No,92.1,61.0,22748.0,Low,402.17,13.94,7.0,0,32,4,70.8,82.4,73.1
AFO-101,CUST026,India,20252,SR001,46,665.88,122,Splint,Fixed,C,,15.7,Highly Competitive,Asia,25821.49,,,561.3368400000000,0.00819672131147541,80,70,12.7,665.88,183.7,54.6,62.2,99.0,67.0,2.96,9.7,2,No,70.5,72.1,37087.0,Low,358.28,5.89,15.8,0,5,4,51.9,44.3,80.8
AFO-101,CUST026,Germany,20252,SR004,1,457.68,151,Brace,Open,C,46.0,10.72,Monopoly,Europe,408.62,25821.49,-0.9842,408.616704,0.006622516556291390,80,70,22.02,421.0656,140.5,74.2,71.9,90.9,73.5,5.61,4.7,1,No,81.9,83.5,47916.0,High,633.63,10.97,13.7,2,22,2,84.0,79.2,77.1
AFO-101,CUST026,Germany,20254,SR002,40,183.37,40,Brace,Fixed,A,1.0,21.3,Monopoly,Europe,5772.49,408.62,13.1268,144.31219000000000,0.025,80,70,11.34,170.53410000000000,169.3,54.7,77.7,72.5,60.7,9.29,3.4,5,Yes,88.7,84.4,35539.0,Medium,681.34,12.68,14.9,1,28,3,25.4,69.8,99.2
AFO-102,CUST026,USA,20251,SR001,42,735.41,83,Splint,Fixed,B,,10.54,Highly Competitive,North America,27631.71,,,657.897786,0.012048192771084300,80,70,8.39,764.8264,178.2,63.5,65.7,95.9,76.0,8.51,3.7,4,Yes,77.9,87.8,40066.0,Low,686.86,11.78,16.4,2,43,0,90.7,83.3,79.8
AFO-102,CUST026,France,20251,SR001,15,538.88,70,Orthosis,Fixed,A,42.0,21.55,Highly Competitive,Europe,6341.27,27631.71,-0.7705,422.75136,0.014285714285714300,80,70,16.14,533.4912000000000,122.9,55.7,83.0,84.4,82.0,6.16,3.4,3,Yes,85.1,81.1,40063.0,Low,510.54,18.3,15.9,2,12,0,63.7,37.6,92.4
AFO-102,CUST026,India,20251,SR002,27,765.57,40,Splint,Open,A,15.0,17.4,Oligopoly,Asia,17073.74,6341.27,1.6925,632.3608200000000,0.025,80,70,23.72,719.6358,113.1,77.7,94.9,72.1,84.8,8.17,5.8,2,No,70.9,67.4,23228.0,Medium,536.98,17.97,14.0,1,18,4,43.9,85.2,86.7
AFO-102,CUST026,Brazil,20252,SR002,28,667.33,156,Orthosis,Volume-Based,B,27.0,1.24,Oligopoly,LATAM,18453.54,17073.74,0.0808,659.055108,0.00641025641025641,80,70,18.92,667.33,97.5,58.3,75.8,86.5,86.5,6.18,6.5,2,No,70.7,75.2,10598.0,Low,867.39,19.42,9.4,1,36,2,98.2,24.6,79.2
AFO-102,CUST026,USA,20253,SR003,21,576.39,71,Orthosis,Open,C,28.0,23.2,Oligopoly,North America,9296.02,18453.54,-0.4962,442.66752,0.014084507042253500,80,70,16.4,524.5149,77.1,65.7,72.4,82.5,93.5,3.26,5.4,4,No,83.4,61.0,12202.0,Medium,580.99,13.35,19.7,1,31,2,86.2,75.6,79.0
AFO-102,CUST026,India,20253,SR002,48,369.31,31,Splint,Volume-Based,A,21.0,22.01,Monopoly,Asia,13825.19,9296.02,0.4872,288.024869,0.03225806451612900,80,70,6.94,376.69620000000000,98.2,85.8,74.0,96.3,68.6,3.0,4.7,2,Yes,84.7,79.4,21282.0,Low,990.22,19.44,11.8,1,13,1,77.2,50.5,73.7
FAO-301,CUST026,Brazil,20253,SR003,43,553.22,96,Splint,Volume-Based,A,,15.38,Oligopoly,LATAM,20129.79,,,468.134764,0.010416666666666700,80,70,17.3,525.559,159.3,58.2,64.0,76.1,64.8,3.51,2.9,4,Yes,92.8,76.6,37582.0,Medium,551.69,16.65,4.9,1,20,4,27.4,32.5,64.3
FAO-301,CUST026,Germany,20253,SR002,3,611.62,160,Splint,Volume-Based,A,43.0,24.24,Monopoly,Europe,1390.09,20129.79,-0.9309,463.363312,0.00625,80,70,24.8,648.3172000000000,128.3,70.3,90.9,94.8,94.1,4.81,5.3,3,No,67.9,80.0,46267.0,Low,719.66,5.42,6.6,0,45,2,97.4,25.6,90.5
FAO-301,CUST026,Brazil,20254,SR002,40,179.9,41,Orthosis,Open,C,3.0,20.0,Monopoly,LATAM,5756.8,1390.09,3.1413,143.92000000000000,0.024390243902439000,80,70,7.8,172.704,180.7,66.8,74.5,86.7,66.3,9.44,4.1,9,Yes,76.4,87.9,48352.0,Low,240.29,8.55,14.2,0,36,1,74.3,47.3,96.7
FAO-302,CUST026,India,20251,SR004,5,483.26,31,Brace,Fixed,A,,24.99,Oligopoly,Asia,1812.47,,,362.49332600000000,0.03225806451612900,80,70,15.37,478.4274,99.8,50.7,73.6,71.6,99.0,8.4,5.9,7,Yes,68.8,80.6,11034.0,High,722.67,4.77,18.6,0,55,0,60.5,47.3,68.7
Ponseti-201,CUST026,USA,20254,SR002,46,339.31,79,Orthosis,Fixed,B,,3.98,Oligopoly,North America,14987.05,,,325.805462,0.012658227848101300,80,70,22.55,305.379,129.3,81.7,83.1,99.2,93.7,5.46,7.1,3,Yes,62.8,69.6,49603.0,Medium,881.14,0.08,4.4,1,55,4,92.2,36.1,97.0
AFO-101,CUST027,France,20251,SR002,23,195.91,131,Brace,Fixed,C,,11.31,Monopoly,Europe,3996.31,,,173.752579,0.007633587786259540,80,70,19.82,178.2781,133.6,52.8,75.5,85.4,80.0,5.94,6.7,8,Yes,74.1,66.0,22900.0,High,953.97,3.76,2.6,1,7,4,16.2,35.1,69.3
AFO-101,CUST027,Germany,20253,SR003,29,678.16,94,Splint,Fixed,C,23.0,1.58,Highly Competitive,Europe,19355.91,3996.31,3.8434,667.445072,0.010638297872340400,80,70,18.94,664.5968000000000,126.5,69.0,82.7,78.7,99.3,4.12,5.2,9,No,73.1,85.6,43718.0,Low,997.86,0.08,17.7,1,23,2,13.9,48.0,81.2
AFO-102,CUST027,Germany,20252,SR003,28,774.21,24,Brace,Fixed,A,,20.82,Highly Competitive,Europe,17164.55,,,613.019478,0.041666666666666700,80,70,19.05,774.21,146.5,72.4,62.2,84.1,63.9,7.63,6.0,7,Yes,69.5,65.8,17212.0,Medium,425.74,14.4,18.4,2,34,2,56.4,48.7,73.7
FAO-302,CUST027,Brazil,20253,SR004,4,617.36,100,Splint,Open,B,,10.22,Monopoly,LATAM,2217.06,,,554.265808,0.01,80,70,12.19,629.7072000000000,62.7,75.1,88.5,95.7,72.1,8.42,3.6,6,No,70.4,64.8,12516.0,Medium,660.3,8.51,6.3,0,53,3,5.7,51.0,64.6
FAO-302,CUST027,India,20254,SR002,34,694.25,113,Orthosis,Open,A,4.0,8.49,Oligopoly,Asia,21600.48,2217.06,8.7428,635.308175,0.008849557522123890,80,70,10.87,666.48,112.2,77.5,92.9,79.1,85.5,3.91,1.2,4,Yes,72.6,66.2,25134.0,Low,560.57,6.25,8.2,0,58,0,66.4,80.8,62.1
Ponseti-201,CUST027,India,20252,SR002,22,503.05,31,Orthosis,Open,A,,21.43,Monopoly,Asia,8695.42,,,395.24638500000000,0.03225806451612900,80,70,21.19,523.172,38.8,60.1,82.7,75.8,74.0,2.33,6.6,5,No,94.6,75.3,44357.0,Low,651.05,15.23,13.5,2,50,0,24.1,62.8,74.6
AFO-101,CUST028,USA,20251,SR003,13,758.73,172,Splint,Open,C,,18.16,Monopoly,North America,8072.28,,,620.9446320000000,0.005813953488372090,80,70,21.2,811.8411000000000,89.2,50.4,93.4,73.9,97.1,6.99,3.3,8,No,87.4,63.7,18833.0,Low,325.96,16.65,7.3,2,32,1,11.9,21.4,61.9
AFO-101,CUST028,Germany,20251,SR001,1,385.52,86,Brace,Open,C,13.0,5.62,Oligopoly,Europe,363.85,8072.28,-0.9549,363.853776,0.011627906976744200,80,70,22.34,408.6512,107.8,78.9,65.3,78.9,62.6,6.5,7.0,3,Yes,62.5,88.1,16158.0,Low,884.92,19.51,17.7,0,21,1,40.9,56.3,64.2
AFO-102,CUST028,Brazil,20253,SR001,27,691.48,157,Brace,Open,B,,20.16,Highly Competitive,LATAM,14906.1,,,552.077632,0.006369426751592360,80,70,23.26,629.2468,137.4,71.4,76.7,93.4,82.0,5.22,7.7,2,No,90.5,89.0,46392.0,Medium,927.66,12.84,3.0,1,6,3,46.6,73.4,65.7
FAO-301,CUST028,India,20252,SR001,14,320.24,101,Brace,Open,C,,26.4,Monopoly,Asia,3299.75,,,235.69664,0.009900990099009900,80,70,15.23,320.24,191.1,83.4,81.1,84.1,83.6,7.15,9.2,3,No,82.2,89.2,47533.0,High,559.73,9.23,1.7,0,16,0,17.0,23.9,60.1
FAO-301,CUST028,USA,20254,SR003,11,246.33,16,Brace,Fixed,A,14.0,6.54,Highly Competitive,North America,2532.42,3299.75,-0.2325,230.220018,0.0625,80,70,15.03,226.6236,128.1,82.9,80.4,76.8,86.1,6.4,9.6,7,Yes,91.2,61.2,10502.0,Medium,424.34,6.11,5.0,1,35,1,4.2,49.6,66.1
FAO-302,CUST028,India,20253,SR003,18,562.56,109,Splint,Volume-Based,A,,17.0,Highly Competitive,Asia,8404.65,,,466.92480000000000,0.009174311926605510,80,70,20.97,534.4320000000000,153.8,83.7,74.1,75.0,70.2,4.0,1.1,8,No,72.0,88.4,39097.0,Medium,312.67,4.45,6.4,0,54,0,41.4,51.6,83.1
FAO-302,CUST028,France,20254,SR001,44,241.02,48,Splint,Open,A,18.0,17.33,Oligopoly,Europe,8767.05,8404.65,0.0431,199.251234,0.020833333333333300,80,70,18.0,265.122,111.1,69.4,71.8,80.0,74.6,5.18,9.9,1,Yes,76.3,89.9,22368.0,Medium,747.01,4.26,3.1,0,47,0,76.0,86.8,92.8
AFO-101,CUST029,USA,20251,SR001,4,796.83,144,Splint,Volume-Based,A,,3.79,Monopoly,North America,3066.52,,,766.630143,0.006944444444444440,80,70,19.04,741.0519,134.1,63.3,64.4,98.2,93.7,5.42,7.1,7,No,91.4,88.3,24988.0,Medium,449.79,8.18,2.2,2,53,1,87.4,53.3,67.7
AFO-101,CUST029,Germany,20254,SR002,17,534.17,42,Splint,Open,A,4.0,0.33,Monopoly,Europe,9050.92,3066.52,1.9515,532.407239,0.023809523809523800,80,70,20.92,534.17,32.8,81.7,73.7,80.3,67.8,9.04,6.8,9,Yes,69.5,80.1,28764.0,Low,927.63,19.84,15.4,2,20,2,9.8,72.5,63.2
AFO-102,CUST029,Brazil,20251,SR003,21,240.54,116,Brace,Open,B,,12.6,Highly Competitive,LATAM,4414.87,,,210.23196,0.008620689655172410,80,70,22.8,245.3508,65.8,68.1,65.7,99.6,93.1,9.69,1.1,3,Yes,92.0,81.0,27072.0,High,736.81,0.02,4.1,1,42,2,52.5,41.2,89.2
AFO-102,CUST029,India,20252,SR003,17,455.7,46,Brace,Fixed,C,21.0,25.25,Highly Competitive,Asia,5790.81,4414.87,0.3117,340.63575000000000,0.021739130434782600,80,70,11.76,473.928,85.1,57.3,85.7,84.6,82.5,9.14,8.8,3,Yes,89.0,63.7,30599.0,Medium,716.55,3.94,18.4,1,41,1,26.3,74.6,60.3
AFO-102,CUST029,Germany,20253,SR001,40,677.4,167,Brace,Volume-Based,A,17.0,24.15,Oligopoly,Europe,20552.32,5790.81,2.5491,513.8079000000000,0.005988023952095810,80,70,12.51,684.174,105.0,84.2,67.3,75.4,90.5,7.75,2.3,8,Yes,94.3,86.2,33294.0,Medium,647.52,3.77,8.0,0,11,3,37.5,42.6,89.4
AFO-102,CUST029,Brazil,20254,SR001,4,142.77,94,Brace,Fixed,C,40.0,6.56,Highly Competitive,LATAM,533.62,20552.32,-0.974,133.404288,0.010638297872340400,80,70,6.88,128.49300000000000,28.2,85.3,62.0,96.7,88.5,6.68,8.5,4,Yes,71.3,61.8,28624.0,High,236.62,14.34,13.7,2,32,4,93.3,50.1,65.2
FAO-301,CUST029,Brazil,20251,SR004,46,444.44,157,Brace,Fixed,B,,22.44,Oligopoly,LATAM,15856.55,,,344.70766400000000,0.006369426751592360,80,70,16.57,431.10680000000000,45.2,68.7,79.3,83.8,68.3,7.51,1.1,8,No,68.3,69.5,38063.0,Low,945.54,7.05,5.3,1,14,0,35.2,53.6,69.1
FAO-301,CUST029,France,20251,SR003,42,356.87,105,Splint,Volume-Based,A,46.0,18.99,Monopoly,Europe,12142.22,15856.55,-0.2342,289.100387,0.009523809523809530,80,70,5.72,356.87,69.8,53.0,80.8,91.3,82.8,9.51,6.8,5,No,71.6,89.7,38744.0,Medium,702.35,9.15,5.6,1,24,4,36.5,84.8,64.8
FAO-301,CUST029,USA,20252,SR004,44,669.14,137,Splint,Fixed,C,42.0,11.86,Oligopoly,North America,25950.32,12142.22,1.1372,589.779996,0.0072992700729927000,80,70,14.31,615.6088,194.9,65.5,90.5,99.5,94.7,4.0,4.9,3,Yes,93.4,72.7,27614.0,Low,995.25,2.97,11.9,1,44,1,20.9,23.7,69.9
